symbol_id,symbol,date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,created_at,updated_at
5534,SMG,2003-08-15,52.75,53.23,52.75,53.12,13.2122,38100,0.0,1.0,2025-07-09 08:53:50.220609,2025-07-09 08:53:50.220609
339,PB,2015-03-10,51.66,51.91,51.04,51.37,38.602,271119,0.0,1.0,2025-07-09 09:43:05.229818,2025-07-09 09:43:05.229818
1411,PRE-P-J,2023-07-28,19.0,19.095,18.57,18.76,17.6081,32373,0.0,1.0,2025-07-09 09:34:10.077716,2025-07-09 09:34:10.077716
1710,LUCD,2024-01-04,1.37,1.44,1.3556,1.44,1.44,42844,0.0,1.0,2025-07-09 11:37:48.473255,2025-07-09 11:37:48.473255
3236,UAL,2020-12-11,49.15,49.89,47.64,48.36,48.36,14770643,0.0,1.0,2025-07-09 12:49:03.553114,2025-07-09 12:49:03.553114
9578,K,2001-08-03,30.75,30.85,30.25,30.32,12.8039,583800,0.0,1.0,2025-07-09 09:32:21.359814,2025-07-09 09:32:21.359814
3879,XYZ,2017-06-29,24.27,24.3,23.23,23.4,23.4,7136266,0.0,1.0,2025-07-09 08:56:17.489202,2025-07-09 08:56:17.489202
2609,MDLZ,2001-12-24,34.5,34.68,34.45,34.68,12.6068,574000,0.0,1.0,2025-07-09 11:22:13.578248,2025-07-09 11:22:13.578248
5614,SRCE,2003-01-09,16.6,16.97,16.38,16.74,8.6797,18800,0.0,1.0,2025-07-09 12:34:10.532009,2025-07-09 12:34:10.532009
2777,MRTN,2006-10-06,16.47,16.87,16.08,16.8,3.624,72067,0.0,1.0,2025-07-09 11:27:50.725792,2025-07-09 11:27:50.725792
2418,NIC,2018-08-02,54.91,55.61,54.91,55.6,54.0749,5522,0.0,1.0,2025-07-09 09:05:14.784682,2025-07-09 09:05:14.784682
3995,VRTS,2015-02-13,143.35,145.14,142.89,143.86,111.8566,58051,0.0,1.0,2025-07-09 11:53:41.147657,2025-07-09 11:53:41.147657
5278,TENB,2019-09-18,24.36,25.14,23.89,24.84,24.84,1229362,0.0,1.0,2025-07-09 11:30:28.348326,2025-07-09 11:30:28.348326
10732,ELTK,2006-03-30,4.4,4.43,4.23,4.3,19.8961,24100,0.0,1.0,2025-07-09 12:15:45.079256,2025-07-09 12:15:45.079256
4887,RTX,2015-08-18,98.96,100.0167,98.96,99.41,39.0692,4730399,0.0,1.0,2025-07-09 09:56:36.564055,2025-07-09 09:56:36.564055
2812,MKL,2000-09-13,149.9,149.9,144.9,146.5,146.5,20000,0.0,1.0,2025-07-09 09:36:55.346344,2025-07-09 09:36:55.346344
7470,APLM,2025-07-02,6.56,6.56,6.56,6.56,6.56,426,0.0,1.0,2025-07-09 13:01:17.312939,2025-07-09 13:01:17.312939
3546,TRMB,2006-07-20,43.5,43.57,43.0,43.14,10.785,334500,0.0,1.0,2025-07-09 11:10:01.281265,2025-07-09 11:10:01.281265
4710,RICK,2014-05-16,10.92,10.989,10.58,10.67,10.1187,55300,0.0,1.0,2025-07-09 12:30:29.517061,2025-07-09 12:30:29.517061
4746,RMNI,2019-09-17,4.77,4.81,4.71,4.79,4.79,57077,0.0,1.0,2025-07-09 10:44:05.102124,2025-07-09 10:44:05.102124
2537,MGTX,2019-05-03,17.78,19.0,17.7501,18.28,18.28,86771,0.0,1.0,2025-07-09 12:41:32.007237,2025-07-09 12:41:32.007237
9096,GLP,2014-03-21,35.56,35.925,34.8,35.05,11.6768,62300,0.0,1.0,2025-07-09 08:55:45.513208,2025-07-09 08:55:45.513208
4169,WLDN,2016-02-12,7.64,7.8,7.23,7.8,7.8,12053,0.0,1.0,2025-07-09 11:28:27.279867,2025-07-09 11:28:27.279867
8847,IBN,2017-05-30,9.81,9.82,9.725,9.75,8.5057,8053289,0.0,1.0,2025-07-09 09:48:33.766065,2025-07-09 09:48:33.766065
4373,SD,2021-02-25,5.44,5.5483,5.22,5.27,3.8397,422167,0.0,1.0,2025-07-09 09:47:51.644879,2025-07-09 09:47:51.644879
4449,SAN,2005-05-27,11.59,11.71,11.55,11.65,4.0265,168500,0.0,1.0,2025-07-09 08:43:02.805318,2025-07-09 08:43:02.805318
8757,HMC,2020-11-10,28.0,28.22,27.9567,28.06,23.9767,926225,0.0,1.0,2025-07-09 09:38:56.150306,2025-07-09 09:38:56.150306
7971,BJRI,2022-05-03,29.11,29.15,27.05,27.66,27.66,301604,0.0,1.0,2025-07-09 11:34:56.858000,2025-07-09 11:34:56.858000
3794,ZIMV,2025-04-28,9.42,9.53,9.21,9.31,9.31,81678,0.0,1.0,2025-07-09 12:54:22.678024,2025-07-09 12:54:22.678024
